imagine1,imagine2,imagine3,imagine4,gender,correct,time,primer,congruent,keyCorrect,keyPressed,trial,pictureCategory 
3,4,2,5,male,1,1130,imagery,1, , ,21,17 
3,4,2,5,male,1,975,imagery,1, , ,22,4 
3,4,2,5,male,1,899,ambient,1,ArrowUp,ArrowUp,23,3 
3,4,2,5,male,1,731,ambient,1, , ,24,15 
3,4,2,5,male,1,1847,ambient,0,ArrowDown,ArrowDown,25,1 
3,4,2,5,male,1,1608,imagery,0,ArrowUp,ArrowUp,26,9 
3,4,2,5,male,1,741,visual,1, , ,27,4 
3,4,2,5,male,1,1094,visual,0,ArrowUp,ArrowUp,28,8 
3,4,2,5,male,1,984,imagery,1,ArrowRight,ArrowRight,29,3 
3,4,2,5,male,1,1644,visual,0,ArrowDown,ArrowDown,30,16 
3,4,2,5,male,1,922,ambient,0,ArrowRight,ArrowRight,31,20 
3,4,2,5,male,1,1439,visual,1,ArrowUp,ArrowUp,32,10 
3,4,2,5,male,1,932,ambient,0,ArrowLeft,ArrowLeft,33,17 
3,4,2,5,male,1,1084,imagery,1,ArrowDown,ArrowDown,34,14 
3,4,2,5,male,1,1556,imagery,0,ArrowRight,ArrowRight,35,16 
3,4,2,5,male,1,1307,ambient,1, , ,36,5 
3,4,2,5,male,1,910,visual,1, , ,37,17 
3,4,2,5,male,1,1949,ambient,0,ArrowUp,ArrowUp,38,2 
3,4,2,5,male,1,930,imagery,0,ArrowLeft,ArrowLeft,39,13 
3,4,2,5,male,1,1158,imagery,0,ArrowDown,ArrowDown,40,10 
3,4,2,5,male,1,1035,imagery,1,ArrowLeft,ArrowLeft,41,1 
3,4,2,5,male,1,930,ambient,0,ArrowLeft,ArrowLeft,42,11 
3,4,2,5,male,1,1638,imagery,0,ArrowLeft,ArrowLeft,43,2 
3,4,2,5,male,1,1072,ambient,1,ArrowRight,ArrowRight,44,19 
3,4,2,5,male,1,1138,visual,0,ArrowRight,ArrowRight,45,5 
3,4,2,5,male,1,780,ambient,0,ArrowDown,ArrowDown,46,13 
3,4,2,5,male,1,872,visual,1, , ,47,3 
3,4,2,5,male,1,908,visual,1, , ,48,2 
3,4,2,5,male,1,828,imagery,0,ArrowRight,ArrowRight,49,20 
3,4,2,5,male,1,1486,imagery,0,ArrowUp,ArrowUp,50,6 
3,4,2,5,male,1,786,visual,1,ArrowRight,ArrowRight,51,14 
3,4,2,5,male,1,1071,visual,0,ArrowUp,ArrowUp,52,13 
3,4,2,5,male,1,1192,ambient,1,ArrowRight,ArrowRight,53,18 
3,4,2,5,male,1,980,ambient,0, , ,54,12 
3,4,2,5,male,1,1238,imagery,0,ArrowUp,ArrowUp,55,15 
3,4,2,5,male,1,890,imagery,1,ArrowLeft,ArrowLeft,56,19 
3,4,2,5,male,1,876,ambient,1,ArrowUp,ArrowUp,57,9 
3,4,2,5,male,1,1216,ambient,0,ArrowDown,ArrowDown,58,10 
3,4,2,5,male,1,1034,visual,0,ArrowLeft,ArrowLeft,59,11 
3,4,2,5,male,1,806,imagery,1,ArrowUp,ArrowUp,60,11 
4,4,2,5,male,1,2351,visual,0,ArrowRight,ArrowRight,1,12 
4,4,2,5,male,1,2014,ambient,1,ArrowDown,ArrowDown,2,19 
4,4,2,5,male,1,2177,visual,0,ArrowRight,ArrowRight,3,4 
4,4,2,5,male,1,1666,ambient,1, , ,4,20 
4,4,2,5,male,1,1150,ambient,0,ArrowDown,ArrowDown,5,13 
4,4,2,5,male,1,1286,visual,0,ArrowDown,ArrowDown,6,3 
4,4,2,5,male,1,1941,imagery,0, , ,7,11 
4,4,2,5,male,1,1525,imagery,1,ArrowUp,ArrowUp,8,7 
4,4,2,5,male,1,793,imagery,1,ArrowUp,ArrowUp,9,17 
4,4,2,5,male,1,949,visual,1,ArrowUp,ArrowUp,10,10 
4,4,2,5,male,1,1466,visual,0,ArrowLeft,ArrowLeft,11,14 
4,4,2,5,male,1,1546,ambient,1,ArrowUp,ArrowUp,12,1 
4,4,2,5,male,1,1295,ambient,0, , ,13,17 
4,4,2,5,male,1,1240,imagery,0,ArrowRight,ArrowRight,14,19 
4,4,2,5,male,1,1326,ambient,1,ArrowUp,ArrowUp,15,5 
4,4,2,5,male,1,2317,ambient,0,ArrowLeft,ArrowLeft,16,2 
4,4,2,5,male,1,1317,imagery,0,ArrowLeft,ArrowLeft,17,8 
4,4,2,5,male,1,858,ambient,1,ArrowDown,ArrowDown,18,4 
4,4,2,5,male,1,924,imagery,1,ArrowDown,ArrowDown,19,10 
4,4,2,5,male,1,1063,visual,0,ArrowUp,ArrowUp,20,9 
4,4,2,5,male,1,2667,visual,1, , ,21,2 
4,4,2,5,male,1,1471,ambient,0,ArrowUp,ArrowUp,22,6 
4,4,2,5,male,1,1069,ambient,1,ArrowDown,ArrowDown,23,15 
4,4,2,5,male,1,1271,imagery,0, , ,24,1 
4,4,2,5,male,1,951,visual,1,ArrowUp,ArrowUp,25,6 
4,4,2,5,male,1,974,visual,1,ArrowLeft,ArrowLeft,26,15 
4,4,2,5,male,1,909,ambient,0, , ,27,8 
4,4,2,5,male,1,677,imagery,0,ArrowRight,ArrowRight,28,4 
4,4,2,5,male,1,814,ambient,1, , ,29,14 
4,4,2,5,male,1,1969,imagery,1,ArrowUp,ArrowUp,30,9 
4,4,2,5,male,1,702,visual,1,ArrowLeft,ArrowLeft,31,1 
4,4,2,5,male,1,997,ambient,0, , ,32,18 
4,4,2,5,male,1,870,imagery,0,ArrowUp,ArrowUp,33,20 
4,4,2,5,male,1,724,imagery,0,ArrowDown,ArrowDown,34,12 
4,4,2,5,male,1,740,visual,0,ArrowLeft,ArrowLeft,35,20 
4,4,2,5,male,1,712,ambient,0,ArrowRight,ArrowRight,36,9 
4,4,2,5,male,1,678,ambient,1,ArrowRight,ArrowRight,37,3 
4,4,2,5,male,0,1505,visual,1,ArrowUp, ,38,5 
4,4,2,5,male,1,1642,ambient,0, , ,39,16 
4,4,2,5,male,1,1082,ambient,0,ArrowLeft,ArrowLeft,40,11 
4,4,2,5,male,1,1360,visual,0,ArrowDown,ArrowDown,41,17 
4,4,2,5,male,1,940,visual,0,ArrowLeft,ArrowLeft,42,7 
4,4,2,5,male,1,895,ambient,1,ArrowDown,ArrowDown,43,7 
4,4,2,5,male,1,1128,ambient,0,ArrowUp,ArrowUp,44,12 
4,4,2,5,male,1,728,imagery,1,ArrowDown,ArrowDown,45,14 
4,4,2,5,male,1,1199,visual,0,ArrowDown,ArrowDown,46,16 
4,4,2,5,male,1,760,imagery,1,ArrowRight,ArrowRight,47,16 
4,4,2,5,male,1,1002,imagery,0,ArrowUp,ArrowUp,48,18 
4,4,2,5,male,1,1640,visual,0, , ,49,18 
4,4,2,5,male,1,1159,visual,1,ArrowUp,ArrowUp,50,19 
4,4,2,5,male,1,1704,visual,1,ArrowLeft,ArrowLeft,51,11 
4,4,2,5,male,1,680,visual,1,ArrowRight,ArrowRight,52,8 
4,4,2,5,male,1,1321,imagery,1, , ,53,6 
4,4,2,5,male,1,1317,ambient,1,ArrowRight,ArrowRight,54,10 
4,4,2,5,male,1,719,imagery,1,ArrowRight,ArrowRight,55,13 
4,4,2,5,male,1,941,imagery,1, , ,56,15 
4,4,2,5,male,1,1384,imagery,1,ArrowDown,ArrowDown,57,2 
4,4,2,5,male,1,744,visual,1,ArrowLeft,ArrowLeft,58,13 
4,4,2,5,male,1,930,imagery,0,ArrowUp,ArrowUp,59,3 
4,4,2,5,male,1,819,imagery,0,ArrowRight,ArrowRight,60,5 
